Final score = 0.9593
Score Matrix: 
[[ 972    0    0    0    0    0    2    2    4    0]
 [   0 1119    2    4    0    0    5    1    4    0]
 [  13    1  970    6    9    0    5   11   16    1]
 [   0    1    8  971    0    8    2    9    9    2]
 [   1    0    3    0  945    0    8    3    5   17]
 [   8    1    1   14    2  845    8    2    6    5]
 [  11    4    2    1    6    6  921    1    6    0]
 [   1    7   18    4    1    0    0  983    2   12]
 [   5    3    2   12    5    7    7    6  925    2]
 [   7    7    0   11   24    4    1    8    5  942]]
