Final score = 0.9593
Score Matrix: 
[[ 972    0    0    1    0    2    2    1    1    1]
 [   0 1116    2    3    0    1    5    1    7    0]
 [  12    2  974    6    7    1    6   11   12    1]
 [   2    0    9  962    1   15    0    8   10    3]
 [   1    1    3    2  942    0    7    2    3   21]
 [   5    1    0   11    3  851   10    1    5    5]
 [  10    2    1    2    5    7  927    1    3    0]
 [   3    7   19    4    3    0    0  978    1   13]
 [   5    1    3   11    5    5    7    5  928    4]
 [   8    6    1    9   18    5    2   10    7  943]]
