Final score = 0.9563
Score Matrix: 
[[ 967    0    0    1    0    2    8    1    1    0]
 [   0 1119    2    2    0    3    3    1    5    0]
 [  12    1  971    9    7    1    9   10   10    2]
 [   2    0   13  958    0   15    1    7   11    3]
 [   1    2    4    0  934    0    8    2    4   27]
 [   8    1    1   11    2  848   10    1    7    3]
 [   9    3    1    2    5    8  927    0    3    0]
 [   2    9   22    6    3    1    1  971    2   11]
 [   8    2    2   11    5    6    5    7  925    3]
 [   8    5    1   13   16    9    0    8    6  943]]
